device_name,cellnumber,batt_mv,uptime_s,chmln_top_ohms,chmln_bot_ohms,ds18b20_top_temp_c,ds18b20_bot_temp_c,smt_vwc_raw,smt_temp_raw,date_created_utc
C5,0493593237,4104,49,1598.64,882.9788,16.3125,16.375,64,162,"2022-10-12  06:56:12"
C5,0493593237,4104,671,1936.99,2310.469,16.25,16.375,64,162,"2022-10-12  07:05:58"
C5,0493593237,4103,1292,1950.935,2310.469,16.3125,16.4375,63,160,"2022-10-12  07:15:44"
C5,0493593237,4104,1914,1950.935,2310.469,16.25,16.375,64,162,"2022-10-12  07:25:29"
C5,0493593237,4102,2536,1950.935,2310.469,16.25,16.375,64,163,"2022-10-12  07:35:14"
C5,0493593237,4096,3157,1950.935,2310.469,16.25,16.375,64,162,"2022-10-12  07:44:59"
C5,0493593237,4093,3778,1950.935,2310.469,16.25,16.375,64,162,"2022-10-12  07:54:45"
C5,0493593237,4091,4400,1950.935,2310.469,16.25,16.375,63,162,"2022-10-12  08:04:30"
C5,0493593237,4100,5021,1950.935,2310.469,16.1875,16.375,63,162,"2022-10-12  08:14:15"
C5,0493593237,4091,5642,1950.935,2310.469,16.1875,16.3125,62,159,"2022-10-12  08:24:00"
C5,0493593237,4095,6264,1950.935,2310.469,16.25,16.3125,63,161,"2022-10-12  08:33:45"
C5,0493593237,4099,6885,1950.935,2310.469,16.125,16.3125,63,162,"2022-10-12  08:43:30"
C5,0493593237,4089,7506,1950.935,2310.469,16.25,16.3125,63,162,"2022-10-12  08:53:15"
C5,0493593237,4098,8128,1936.99,2310.469,16.25,16.3125,63,162,"2022-10-12  09:03:00"
C5,0493593237,4097,8749,1950.935,2310.469,16.25,16.25,63,161,"2022-10-12  09:12:45"
C5,0493593237,4096,9371,1950.935,2310.469,16.125,16.25,63,161,"2022-10-12  09:22:30"
C5,0493593237,4096,9993,1950.935,2310.469,16.125,16.1875,62,161,"2022-10-12  09:32:15"
C5,0493593237,4093,10614,1950.935,2310.469,16.125,16.125,62,161,"2022-10-12  09:42:00"
C5,0493593237,4095,11235,1950.935,2310.469,16.125,16.125,63,161,"2022-10-12  09:51:45"
C5,0493593237,4094,11857,1950.935,2310.469,16.0625,16.0625,61,159,"2022-10-12  10:01:29"
C5,0493593237,4089,12478,1950.935,2310.469,16.0625,16.0625,61,159,"2022-10-12  10:11:14"
C5,0493593237,4089,13100,1936.99,2310.469,16.0625,16.0625,60,157,"2022-10-12  10:21:00"
C5,0493593237,4093,13721,1936.99,2295.673,16.0625,16,61,161,"2022-10-12  10:30:45"
C5,0493593237,4092,14343,1936.99,2310.469,16,15.9375,62,161,"2022-10-12  10:40:30"
C5,0493593237,4082,14965,1936.99,2310.469,16.0625,16,61,160,"2022-10-12  10:50:15"
C5,0493593237,4091,15586,1936.99,2295.673,16,15.9375,61,160,"2022-10-12  11:00:00"
C5,0493593237,4087,16208,2007.042,2340.169,15.9375,15.8125,91,160,"2022-10-12  11:09:45"
C5,0493593237,4090,16829,1936.99,2325.301,16,15.5,91,159,"2022-10-12  11:19:30"
C5,0493593237,4090,17450,1895.349,2310.469,15.9375,15.375,88,157,"2022-10-12  11:29:15"
C5,0493593237,4089,18072,1881.533,2295.673,15.8125,15.4375,89,159,"2022-10-12  11:39:00"
C5,0493593237,4089,18694,1895.349,2310.469,15.5,15.125,88,158,"2022-10-12  11:48:45"
C5,0493593237,4079,19315,1909.197,2310.469,15.4375,14.875,88,158,"2022-10-12  11:58:30"
C5,0493593237,4080,19937,1909.197,2310.469,15.25,14.6875,89,157,"2022-10-12  12:08:15"
C5,0493593237,4082,20558,1909.197,2310.469,14.9375,14.5625,89,156,"2022-10-12  12:18:00"
C5,0493593237,4086,21180,1909.197,2295.673,14.8125,14.5,88,156,"2022-10-12  12:27:45"
C5,0493593237,4072,21801,2819.549,2723.881,14.6875,14.4375,87,154,"2022-10-12  12:37:30"
C5,0493593237,4076,22424,2965.78,2819.549,14.5,14.375,89,156,"2022-10-12  12:47:15"
C5,0493593237,4153,50,7577.32,0,-127,-127,479,507,"2022-10-14  02:30:11"
C5,0493593237,3942,86,1840.278,1978.923,15.625,16.4375,68,163,"2022-10-14  04:48:46"
C5,0493593237,3918,709,1853.998,2236.842,15.6875,16.5625,67,163,"2022-10-14  04:58:39"
C5,0493593237,3978,1330,1867.75,2251.497,15.8125,16.625,67,163,"2022-10-14  05:08:31"
C5,0493593237,3942,1953,1853.998,2251.497,15.75,16.6875,67,163,"2022-10-14  05:18:25"
C5,0493593237,3982,2574,1853.998,2251.497,15.8125,16.75,67,164,"2022-10-14  05:28:18"
C5,0493593237,3994,3196,1840.278,2266.187,15.875,16.75,66,164,"2022-10-14  05:38:11"
C5,0493593237,3997,3818,1840.278,2251.497,16,16.8125,67,164,"2022-10-14  05:48:04"
C5,0493593237,4005,4439,1840.278,2251.497,16.0625,16.875,66,164,"2022-10-14  05:57:57"
C5,0493593237,4004,5061,1812.933,2236.842,16.0625,16.9375,66,164,"2022-10-14  06:07:50"
C5,0493593237,3979,5682,1799.308,2236.842,16.1875,17,65,162,"2022-10-14  06:17:42"
C5,0493593237,4015,6311,1799.308,2222.222,16.25,17,66,164,"2022-10-14  06:27:42"
C5,0493593237,4016,6939,1785.714,2222.222,16.3125,17.0625,64,162,"2022-10-14  06:37:43"
C5,0493593237,3970,7561,1799.308,2251.497,16.375,17.0625,64,162,"2022-10-14  06:47:35"
C5,0493593237,4013,8182,1785.714,2236.842,16.375,17.125,65,165,"2022-10-14  06:57:27"
C5,0493593237,4017,8804,1785.714,2251.497,16.4375,17.125,65,165,"2022-10-14  07:07:19"
C5,0493593237,4020,9425,1785.714,2236.842,16.4375,17.125,65,165,"2022-10-14  07:17:11"
C5,0493593237,3989,10047,1772.152,2236.842,16.5,17.0625,65,165,"2022-10-14  07:27:04"
C5,0493593237,4020,10669,1785.714,2251.497,16.4375,17.0625,65,164,"2022-10-14  07:36:56"
C5,0493593237,3989,11290,1772.152,2236.842,16.5,17,65,165,"2022-10-14  07:46:48"
